ID_INMUEBLE,ID _ESTADO,ESTADO,INSTITUCIÓN_A_CARGO_DEL_INMUEBLE,DENOMINACIÓN_INMUEBLE,TIPO_VIALIDAD,NOMBRE_VIALIDAD,NUMERO_EXTERIOR,NUMERO_INTERIOR,TIPO_ASENTAMIENTO,ID_LOCALIDAD,NOMBRE_LOCALIDAD,ID_MUNICIPIO,MUNICIPIO,CODIGO_POSTAL,NATURALEZA_INMUEBLE,TIPO_INMUEBLE,USO_INMUEBLE,OPERACION_ORIGEN,VALOR_CATASTRAL,TITULO_PROPIEDAD
5355,13,Hidalgo,Oficialía Mayor,Centro de Salud San Antonio El Paso,Calle,Vicente Guerrero,sin número,sin número,Colonia,0001,Omitlán de Juárez,45,Omitlán de Juárez ,43570,Urbana,Edificación,Centro de Salud ,Donación a favor de Gobierno del Estado de Hidalgo,1374472.94,Contrato de Donación y Transmisión de Derechos Posesorios CD y CDP 2002 004 de fecha 18 de octubre del 2002
5356,13,Hidalgo,Oficialía Mayor,Centro de Salud San Sebastian Capulínes,Calle, Domicilio conocido,sin número,sin número,Colonia,0001,Mineral del Chico,38,Mineral del Chico,42123,Urbana,Edificación,Centro de Salud ,Donación a favor de Gobierno del Estado de Hidalgo,498630.53,Contrato de Donación y Transmisión de Derechos Posesorios CD y CDP 2002 004 de fecha 18 de octubre del 2002
5357,13,Hidalgo,Oficialía Mayor,Centro de Salud Omitlán de Juárez,Calle,Coronel José María Pèrez,sin número,sin número,Colonia,0001,Omitlán de Juárez,45,Omitlán de Juárez ,43560,Urbana,Edificación,Centro de Salud ,Donación a favor de Gobierno del Estado de Hidalgo,639107.17,Contrato de Donación y Transmisión de Derechos Posesorios CD y CDP 2002 004 de fecha 18 de octubre del 2002
5358,13,Hidalgo,Oficialía Mayor,Centro de Salud Santa María Amajac,Calle,Barrio Maguey Verde ,sin número,sin número,Colonia,0001,Atotonilco El Grande,12,Atotonilco El Grande,43310,Urbana,Edificación,Centro de Salud ,Donación a favor de Gobierno del Estado de Hidalgo,974884.88,Contrato de Donación y Transmisión de Derechos Posesorios CD y CDP 2002 004 de fecha 18 de octubre del 2002
5359,13,Hidalgo,Oficialía Mayor,Centro de Salud 28 de Mayo,Calle,"Agustín Olvera ,Frente A La Escuela Primaria",sin número,sin número,Colonia,0001,Acatlán,01,Acatlán ,43543,Urbana,Edificación,Centro de Salud ,Donación a favor de Gobierno del Estado de Hidalgo,899030.21,Contrato de Donación y Transmisión de Derechos Posesorios CD y CDP 2002 004 de fecha 18 de octubre del 2002
5360,13,Hidalgo,Oficialía Mayor,Centro de Salud Acatlán,Calle,Independencia Esquina 16 De Sept.,2,sin número,Colonia,0001,Acatlán,01,Acatlán ,43540,Urbana,Edificación,Centro de Salud ,Donación a favor de Gobierno del Estado de Hidalgo,550030.66,Contrato de Donación y Transmisión de Derechos Posesorios CD y CDP 2002 004 de fecha 18 de octubre del 2002
5361,13,Hidalgo,Oficialía Mayor,Centro de Salud Alcholoya,Carretera,A Huasca A Un Costado De La Telesecundaria 212,sin número,sin número,Colonia,0001,Acatlán,01,Acatlán ,43540,Urbana,Edificación,Centro de Salud ,Donación a favor de Gobierno del Estado de Hidalgo,2502924.6,Contrato de Donación y Transmisión de Derechos Posesorios CD y CDP 2002 004 de fecha 18 de octubre del 2002
5362,13,Hidalgo,Oficialía Mayor,Centro de Salud Almoloya,Avenida,Hidalgo,sin número,sin número,Colonia,0001,Cuautepec de Hinojosa,16,Cuatepec ,43740,Urbana,Edificación,Centro de Salud ,Donación a favor de Gobierno del Estado de Hidalgo,742057.31,
5363,13,Hidalgo,Oficialía Mayor,Centro de Salud Chimalapa,Calle,Domicilio conocido,sin número,sin número,Colonia,0001,Acaxochitlán,02,Acaxochitlán ,43720,Urbana,Edificación,Centro de Salud ,Donación a favor de Gobierno del Estado de Hidalgo,523186.72,
5364,13,Hidalgo,Oficialía Mayor,Centro de Salud Cuautepec,Carretera,"Calle Hidalgo 306, A Santa María Nativitas",sin número,sin número,Colonia,0001,Cuautepec de Hinojosa,16,Cuatepec ,43740,Urbana,Edificación,Centro de Salud ,Donación a favor de Gobierno del Estado de Hidalgo,649842.97,
5365,13,Hidalgo,Oficialía Mayor,Ampliación y Equipamiento del Centro de Salud Cuautepec,Carretera,"Hidalgo , A Santa María Nativitas",306,sin número,Colonia,0001,Cuautepec de Hinojosa,16,Cuatepec ,43740,Urbana,Edificación,Ampliación y Equipamiento del Centro de Salud Cuautepec,Donación a favor de Gobierno del Estado de Hidalgo,1029391.35,
5366,13,Hidalgo,Oficialía Mayor,Centro de Salud El Capulin,Calle,"Domicilio conocido, Fente A Las Canchas",sin número,sin número,Colonia,0001,Cuautepec de Hinojosa,16,Cuatepec ,43740,Urbana,Edificación,Centro de Salud ,Donación a favor de Gobierno del Estado de Hidalgo,656522.44,
5367,13,Hidalgo,Oficialía Mayor,Centro de Salud El Pedregal de San José,Calle,Olmos Esq. Oyameles ,sin número,sin número,Colonia,0001,Santiago Tulantepec,56,Santiago Tulantepec,43760,Urbana,Edificación,Centro de Salud ,Donación a favor de Gobierno del Estado de Hidalgo,702608.15,
5368,13,Hidalgo,Oficialía Mayor, Centro de Salud Hueyapita,Calle, A Un Costado De Primaria,sin número,sin número,Colonia,0001,Cuautepec de Hinojosa,16,Cuatepec ,43740,Urbana,Edificación,Centro de Salud ,Donación a favor de Gobierno del Estado de Hidalgo,621452.22,
5369,13,Hidalgo,Oficialía Mayor, Centro de Salud Las Puentes,Camino,"De Pemex A La Cantera, A Un Costado De Prescolar",sin número,sin número,Colonia,0001,Cuautepec de Hinojosa,16,Cuatepec ,43740,Urbana,Edificación,Centro de Salud ,Donación a favor de Gobierno del Estado de Hidalgo,938955.16,
5370,13,Hidalgo,Oficialía Mayor,Centro de Salud Matías Rodríguez,Calle,Por Los Conos,sin número,sin número,Colonia,0001,Singuilucan,57,Singuilucan,43780,Urbana,Edificación,Centro de Salud ,Donación a favor de Gobierno del Estado de Hidalgo,557712.92,
5371,13,Hidalgo,Oficialía Mayor,Centro de Salud Nicolás Bravo,Avenida, Constitución ,sin número,sin número,Colonia,0001,Tulancingo de Bravo,77,Tulancingo de Bravo,43703,Urbana,Edificación,Centro de Salud ,Donación a favor de Gobierno del Estado de Hidalgo,658636.71,
5372,13,Hidalgo,Oficialía Mayor,Ampliación y Equipamiento del Centro de Salud Nicolás Bravo,Avenida, Constitución,sin número,sin número,Colonia,0001,Tulancingo de Bravo,77,Tulancingo de Bravo,43600,Urbana,Edificación,Ampliación y Equipamiento del Centro de Salud Nicolás Bravo,Donación a favor de Gobierno del Estado de Hidalgo,1551421.09,
5373,13,Hidalgo,Oficialía Mayor,Centro de Salud Plutarco Elias Calles,Calle,Junto A La Escuela,sin número,sin número,Colonia,0001,Singuilucan,57,Singuilucan,43780,Urbana,Edificación,Centro de Salud,Donación a favor de Gobierno del Estado de Hidalgo,658636.72,
5374,13,Hidalgo,Oficialía Mayor,Centro de Salud Javier Rojo Gómez,Calle, Michoacan ,sin número,sin número,Colonia,0001,Tulancingo de Bravo,77,Tulancingo de Bravo,43600,Urbana,Edificación,Centro de Salud,Donación a favor de Gobierno del Estado de Hidalgo,691838.77,
5375,13,Hidalgo,Oficialía Mayor,Centro de Salud San Bartolo,Calle,Camino Principal ,sin número,sin número,Colonia,0001,Acatlán ,01,Acatlán ,43546,Urbana,Edificación,Centro de Salud,Donación a favor de Gobierno del Estado de Hidalgo,636759.07,
5376,13,Hidalgo,Oficialía Mayor,Centro de Salud San Dionisio,Calle,Por Los Conos,sin número,sin número,Colonia,0001,Acatlán ,01,Acatlán ,43550,Urbana,Edificación,Centro de Salud,Donación a favor de Gobierno del Estado de Hidalgo,570171.47,
5377,13,Hidalgo,Oficialía Mayor,Centro de Salud San Mateo ,Calle,Frente A La Escuela Primaria,sin número,sin número,Colonia,0001,Acaxochitlán ,02,Acaxochitlán ,43720,Urbana,Edificación,Centro de Salud,Donación a favor de Gobierno del Estado de Hidalgo,908268.81,
5378,13,Hidalgo,Oficialía Mayor,Centro de Salud San Miguel El Resgate,Calle,"Avenida Principal, Frente A La Delegación Y Auditorio Ejidal",sin número,sin número,Colonia,0001,Acaxochitlán ,02,Acaxochitlán ,43720,Urbana,Edificación,Centro de Salud,Donación a favor de Gobierno del Estado de Hidalgo,2452737.69,
5379,13,Hidalgo,Oficialía Mayor,Centro de Salud San Pedro Tlachichilco,Calle,"Acaxochitlán, Domicilio conocido A Un Costado Del Kinder",sin número,sin número,Colonia,0001,Acaxochitlán ,02,Acaxochitlán ,43720,Urbana,Edificación,Centro de Salud,Donación a favor de Gobierno del Estado de Hidalgo,605711.28,
5380,13,Hidalgo,Oficialía Mayor,Centro de Salud Santa María Nativitas,Calle,"Adolfo López Mateos , Junto Al Auditorio",7,sin número,Colonia,0001,Cuatepec,16,Cuautepec ,43740,Urbana,Edificación,Centro de Salud,Donación a favor de Gobierno del Estado de Hidalgo,1750315.26,
5381,13,Hidalgo,Oficialía Mayor,Centro de Salud Tepantitla,Calle,Por El Columpio,sin número,sin número,Colonia,0001,Cuatepec,16,Cuautepec ,43740,Urbana,Edificación,Centro de Salud,Donación a favor de Gobierno del Estado de Hidalgo,1071560.66,
5382,13,Hidalgo,Oficialía Mayor,Centro de Salud Tlamimilolpa,Calle,Junto A La Telesecundaria,sin número,sin número,Colonia,0001,Acaxochitlán ,02,Acaxochitlán ,43720,Urbana,Edificación,Centro de Salud,Donación a favor de Gobierno del Estado de Hidalgo,729021.63,
5383,13,Hidalgo,Oficialía Mayor,Centro de Salud Tulancingo,Avenida,"Prolongación,Juárez Norte ",sin número,sin número,Colonia,0001,Tulancingo de Bravo,77,Tulancingo de Bravo,43624,Urbana,Edificación,Centro de Salud,Donación a favor de Gobierno del Estado de Hidalgo,6895953.48,
5384,13,Hidalgo,Oficialía Mayor,Construcciónde Obra Para Camara Jurisdiccional de Red de Frio Tulancingo,Avenida," Prolongación, Juárez Norte ",sin número,sin número,Colonia,0001,Tulancingo de Bravo,77,Tulancingo de Bravo,43624,Urbana,Edificación,Construcciónde Obra Para Camara Jurisdiccional de Red de Frio Tulancingo,Donación a favor de Gobierno del Estado de Hidalgo,1822226.53,
5385,13,Hidalgo,Oficialía Mayor,Centro de Salud Acaxochitlán,Calle,Cuauhtémoc,sin número,sin número,Colonia,0001,Acaxochitlán ,02,Acaxochitlán ,43720,Urbana,Edificación,Centro de Salud ,Donación a favor de Gobierno del Estado de Hidalgo,2432230.94,
5386,13,Hidalgo,Oficialía Mayor,Ampliación del Centro de Salud Acaxochitlán,Avenida,Cuauhtémoc ,sin número,sin número,Colonia,0001,Acaxochitlán ,02,Acaxochitlán ,43720,Urbana,Edificación,Ampliación del Centro de Salud Acaxochitlán,Donación a favor de Gobierno del Estado de Hidalgo,2432230.94,
5387,13,Hidalgo,Oficialía Mayor,Centro de Salud El Paraíso,Calle,Emilio Barranco Pardo ,sin número,sin número,Colonia,0001,Tulancingo de Bravo,77,Tulancingo de Bravo,43600,Urbana,Edificación,Centro de Salud,Donación a favor de Gobierno del Estado de Hidalgo,322664.36,
5388,13,Hidalgo,Oficialía Mayor,Centro de Salud Huajomulco,Calle," Safiro , Junto A La Escuela Primaria",sin número,sin número,Colonia,0001,Tulancingo de Bravo,77,Tulancingo de Bravo,43600,Urbana,Edificación,Centro de Salud,Donación a favor de Gobierno del Estado de Hidalgo,569119.09,Contrato de Donación y Transmisión de Derechos Posesorios CD y CDP 2002 004 de fecha 18 de octubre del 2002
5389,13,Hidalgo,Oficialía Mayor,Centro de Salud La Cañada ,Calle,"Pino Suárez, Por La Primaria",sin número,sin número,Colonia,0001,Cuatepec ,16,Cuatepec ,43740,Urbana,Edificación,Centro de Salud,Donación a favor de Gobierno del Estado de Hidalgo,483821.43,
5390,13,Hidalgo,Oficialía Mayor, Centro de Salud La Mesa,Calle, Frente Al Prescolar Manuel M. Ponce,sin número,sin número,Colonia,0001,Acaxochitlán ,02,Acaxochitlán ,43720,Urbana,Edificación,Centro de Salud,Donación a favor de Gobierno del Estado de Hidalgo,548341.95,Contrato de Donación y Transmisión de Derechos Posesorios CD y CDP 2002 004 de fecha 18 de octubre del 2002
5391,13,Hidalgo,Oficialía Mayor,Centro de Salud Los Reyes,Calle,Domicilio conocido,sin número,sin número,Colonia,0001,Acaxochitlán ,02,Acaxochitlán ,43720,Urbana,Edificación,Centro de Salud,Donación a favor de Gobierno del Estado de Hidalgo,745609.28,Contrato de Donación y Transmisión de Derechos Posesorios CD y CDP 2002 004 de fecha 18 de octubre del 2002
5392,13,Hidalgo,Oficialía Mayor,Ampliación y Equipamiento del Centro de Salud Los Reyes Acaxochitlán,Calle,Domicilio conocido,sin número,sin número,Colonia,0001,Acaxochitlán ,02,Acaxochitlán ,73720,Urbana,Edificación,Ampliación y Equipamiento del Centro de Salud Los Reyes Acaxochitlán,Donación a favor de Gobierno del Estado de Hidalgo,526202.86,Contrato de Donación y Transmisión de Derechos Posesorios CD y CDP 2002 004 de fecha 18 de octubre del 2002
5393,13,Hidalgo,Oficialía Mayor,Centro de Salud Metepec,Avenida,Morelos ,sin número,sin número,Colonia,0001,Metepec,35,Metepec,43400,Urbana,Edificación,Centro de Salud ,Donación a favor de Gobierno del Estado de Hidalgo,1091996.55,Contrato de Donación y Transmisión de Derechos Posesorios CD y CDP 2002 004 de fecha 18 de octubre del 2002
5394,13,Hidalgo,Oficialía Mayor, Centro de Salud Singuilucan,Calle,"Plaza Revolución, Junto A Las Canchas",sin número,sin número,Colonia,0001,Singuilucan,57,Singuilucan,43780,Urbana,Edificación,Centro de Salud ,Donación a favor de Gobierno del Estado de Hidalgo,1117573.84,Contrato de Donación y Transmisión de Derechos Posesorios CD y CDP 2002 004 de fecha 18 de octubre del 2002
5395,13,Hidalgo,Oficialía Mayor, Centro de Salud Santa Ana Hueytlalpan,Calle,Javier Marroquin ,sin número,sin número,Colonia,0001,Tulancingo de Bravo,77,Tulancingo de Bravo,43600,Urbana,Edificación,Centro de Salud ,Donación a favor de Gobierno del Estado de Hidalgo,583476.51,
5396,13,Hidalgo,Oficialía Mayor,Centro de Salud Santa María Asunción,Calle,Juárez ,2,sin número,Colonia,0001,Tulancingo de Bravo,77,Tulancingo de Bravo,43600,Urbana,Edificación,Centro de Salud ,Donación a favor de Gobierno del Estado de Hidalgo,627034.73,Contrato de Donación y Transmisión de Derechos Posesorios CD y CDP 2002 004 de fecha 18 de octubre del 2002
5397,13,Hidalgo,Oficialía Mayor,Centro de Salud Tecocomulco,Calle, Benito Juárez ,sin número,sin número,Colonia,0001,Cuatepec ,77,Cuatepec ,43740,Urbana,Edificación,Centro de Salud ,Donación a favor de Gobierno del Estado de Hidalgo,763857.94,Contrato de Donación y Transmisión de Derechos Posesorios CD y CDP 2002 004 de fecha 18 de octubre del 2002
5398,13,Hidalgo,Oficialía Mayor,Centro de Salud Zacacuautla,Calle,Patriarcas ,sin número,sin número,Colonia,0001,Acaxochitlán ,02,Acaxochitlán ,43720,Urbana,Edificación,Centro de Salud ,Donación a favor de Gobierno del Estado de Hidalgo,687850.19,Contrato de Donación y Transmisión de Derechos Posesorios CD y CDP 2002 004 de fecha 18 de octubre del 2002
5399,13,Hidalgo,Oficialía Mayor,Centro de Salud Santiago Acayutlan,Avenida,Manantiales,sin número,sin número,Colonia,0001,Tezontepec de Aldama,67,Tezontepec de Aldama,42760,Urbana,Edificación,Centro de Salud ,Donación a favor de Gobierno del Estado de Hidalgo,7007.3,Contrato de Donación y Transmisión de Derechos Posesorios CD y CDP 2002 004 de fecha 18 de octubre del 2002
5400,13,Hidalgo,Oficialía Mayor,Centro de Salud Achichilco,Avenida,Del Trabajo,sin número,sin número,Colonia,0001,Tezontepec de Aldama,67,Tezontepec de Aldama,42760,Urbana,Edificación,Centro de Salud ,Donación a favor de Gobierno del Estado de Hidalgo,511809.22,Contrato de Donación y Transmisión de Derechos Posesorios CD y CDP 2002 004 de fecha 18 de octubre del 2002
5401,13,Hidalgo,Oficialía Mayor,Centro de Salud Cerro de La Cruz,Calle, Luis Donaldo Colosio Esq. Emiliano Zapata,sin número,sin número,Colonia,0001,Tlahuelilpan ,70,Tlahuelilpan ,42780,Urbana,Edificación,Centro de Salud ,Donación a favor de Gobierno del Estado de Hidalgo,485268.73,Contrato de Donación y Transmisión de Derechos Posesorios CD y CDP 2002 004 de fecha 18 de octubre del 2002
5402,13,Hidalgo,Oficialía Mayor,Centro de Salud Cuauhtémoc,Calle,Teodomiro Manzano ,sin número,sin número,Colonia,0001,Tlahuelilpan ,70,Tlahuelilpan ,42780,Urbana,Edificación,Centro de Salud ,Donación a favor de Gobierno del Estado de Hidalgo,6738.08,
5403,13,Hidalgo,Oficialía Mayor,Centro de Salud dendho,Calle,24 De Febrero,sin número,sin número,Colonia,0001,Atitalaquia,10,Atitalaquia,42970,Urbana,Edificación,Centro de Salud ,Donación a favor de Gobierno del Estado de Hidalgo,301197.95,
5404,13,Hidalgo,Oficialía Mayor,Centro de Salud El Cardonal,Calle,Ignacio Altamirano ,sin número,sin número,Colonia,0001,Atitalaquia,10,Atitalaquia,42970,Urbana,Edificación,Centro de Salud ,Donación a favor de Gobierno del Estado de Hidalgo,153151.13,
5405,13,Hidalgo,Oficialía Mayor,Centro de Salud El Llano (1era. Sección),Avenida,Liberación Naciónal,100,sin número,Colonia,0001,Tula de Allende ,76,Tula de Allende ,42800,Urbana,Edificación,Centro de Salud ,Donación a favor de Gobierno del Estado de Hidalgo,710994.46,
5406,13,Hidalgo,Oficialía Mayor,Centro de Salud El Tablón,Calle,Insurgentes ,sin número,sin número,Colonia,0001,Atitalaquia,10,Atitalaquia,42970,Urbana,Edificación,Centro de Salud ,Donación a favor de Gobierno del Estado de Hidalgo,443405.13,
5407,13,Hidalgo,Oficialía Mayor,Centro de Salud Huitel,Calle,Constitución,sin número,sin número,Colonia,0001,Tenzontepec de Aldama,67,Tenzontepec de Aldama,42760,Urbana,Edificación,Centro de Salud ,Donación a favor de Gobierno del Estado de Hidalgo,854607.61,
5408,13,Hidalgo,Oficialía Mayor,Centro de Salud José María Pino Suárez,Carretera,Chapantongo-Tepetitlán ,sin número,sin número,Colonia,0001,Tepetitlán,64,Tepetitlán,42920,Urbana,Edificación,Centro de Salud ,Donación a favor de Gobierno del Estado de Hidalgo,316252.69,
5409,13,Hidalgo,Oficialía Mayor,Centro de Salud La Cruz,Calle, Colonia,sin número,sin número,Colonia,0001,Tenzontepec de Aldama,67,Tezontepec de Aldama ,42760,Urbana,Edificación,Centro de Salud ,Donación a favor de Gobierno del Estado de Hidalgo,552115.97,
5410,13,Hidalgo,Oficialía Mayor,Centro de Salud Melchor Ocampo El Salto,Calle,Fco. I. Madero ,sin número,sin número,Colonia,0001,Tepeji del Río,63,Tepeji del Río,42850,Urbana,Edificación,Centro de Salud ,Donación a favor de Gobierno del Estado de Hidalgo,940322.43,
5411,13,Hidalgo,Oficialía Mayor,Centro de Salud Munitepec de Madero,Calle,Vicente Guerrero ,sin número,sin número,Colonia,0001,Tlahuelilpan ,70,Tlahuelilpan ,42780,Urbana,Edificación,Centro de Salud ,Donación a favor de Gobierno del Estado de Hidalgo,620883.87,
5412,13,Hidalgo,Oficialía Mayor,Centro de Salud San Ignacio Nopala,Avenida,Benito Juárez ,sin número,sin número,Colonia,0001,Tepeji del Río,63,Tepeji del Río,42850,Urbana,Edificación,Centro de Salud ,Donación a favor de Gobierno del Estado de Hidalgo,489691.91,
5413,13,Hidalgo,Oficialía Mayor,Centro de Salud Presas,Calle, Esq. Montes De Oca,sin número,sin número,Colonia,0001,Tenzontepec de Aldama,67,Tezontepec de Aldama,42760,Urbana,Edificación,Centro de Salud ,Donación a favor de Gobierno del Estado de Hidalgo,814678.21,
5414,13,Hidalgo,Oficialía Mayor,Centro de Salud Progreso,Avenida," Del Trabajo,  Esq. 5 De Mayo ",sin número,sin número,Colonia,0001,Atotonilco de Tula ,13,Atotonilco de Tula ,42980,Urbana,Edificación,Centro de Salud ,Donación a favor de Gobierno del Estado de Hidalgo,655777.56,
